CLLI;País;CNPJ;Razão Social;Tipo;SubTipo;Modalidade;CON/DEV;Filial;Endereço;Cidade;Estado;Depto.;C. Contábil;Fornecedor;SAP;CNPJ Fornecedor;Conta/UC;Medidor;Taxa USD;Fator;Pagamento;Grupo;ICMS;PIS/PASEP;COFINS;Dia da Leitura;Disponível;Nota Fiscal;Mês;Ano;Vencimento;Enviada;  Valor Local  ;Bandeira;Dias Medidos;    Leitura Anterior    ;    Leitura Atual    ;      KWH      ;Per. Inicial Consulta;Per. Final Consulta; Contratado Demanda HTF  (KW) ; Contrado Demanda HTP  (KW) ; Consumido Demanda HFP ($) ; Consumido Demanda HTP ($) ; Quantidade Demanda HFP (KW) ; Quantidade Demanda HP (KW) ; Outros Encargos ($) ; Quantidade encargos KWH ; Multas/Penalidades $ ; Impostos $ ; Descontos $ ;Media Kw;Valor USD;USD/Kw;USD/Kwh;Projeção de Imposto;USD s/ Imposto;USD/Kw S/ Imp.
SAPLBZUG;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;JUQUIA;RDV REGIS BITENCOURT, 413 - - BRO CEDRO - JUQUIA - SP - CEP 11800-000;JUQUIA;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;4700414;AR0278875;5,27;;;;18%;1%;4%;7;19;88489059;10;2020;26/10/2020;; 4.108,87 ;;30; 3.620,000 ; 5.498,000 ; 5.498,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
SAPLBZUG;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;PEDRO BARROS;TR ELOY G DE ARAUJO, 10 - RURAL - MIRACATU - SP - 11855-000;MIRACATU;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;12105570;AR0138402;5,27;;;;18%;1%;4%;20;30;103730464;3;2021;07/04/2021;; 4.533,19 ;Amarela;29; 5.900,000 ; 5.900,000 ; 5.900,000 ;17/02/2021;18/03/2021;;;;;;;;;;;;;;;;0;;
SAPLBZUG;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;PEDRO BARROS;TR ELOY G DE ARAUJO, 10 - RURAL - MIRACATU - SP - 11855-000;MIRACATU;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;12105570;AR0138402;5,27;;;;18%;1%;4%;20;30;101103258;2;2021;19/02/2021;08/03/2021; 3.825,20 ;Amarela;29; 18.483,000 ; 18.765,000 ; 5.640,000 ;20/01/2021;18/02/2021;;;;;;;;;;;;;;;;0;;
SAPLBZUG;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;PEDRO BARROS;TR ELOY G DE ARAUJO, 10 - RURAL - MIRACATU - SP - 11855-000;MIRACATU;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;12105570;AR0138402;5,27;;;;18%;1%;4%;20;30;98373873;1;2021;05/02/2021;; 4.900,70 ;VERMELHA/ AMARELA;32; 18.169,000 ; 18.483,000 ; 6.280,000 ;19/12/2020;20/01/2021;;;;;;;;;;;;;;;;0;;
SAPLBZUG;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;PEDRO BARROS;TR ELOY G DE ARAUJO, 10 - RURAL - MIRACATU - SP - 11855-000;MIRACATU;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;12105570;AR0138402;5,27;;;;18%;1%;4%;20;30;95486486;12;2020;22/12/2020;08/01/2021; 4.350,75 ;VERMELHA;30; 17.898,000 ; 18.169,000 ; 5.420,000 ;19/11/2020;19/12/2020;;;;;;;;;;;;;;;;0;;
SAPLBZUG;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;PEDRO BARROS;TR ELOY G DE ARAUJO, 10 - RURAL - MIRACATU - SP - 11855-000;MIRACATU;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;12105570;AR0138402;5,27;;;;18%;1%;4%;20;30;92948227;11;2020;09/12/2020;09/12/2020; 4.180,03 ;VERDE;30; 5.500,000 ; 17.898,000 ; 17.898,000 ;01/10/2020;31/10/2020;;;;;;;;;;;;;;;;0;;
SAPLBZUG;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;PEDRO BARROS;TR ELOY G DE ARAUJO, 10 - RURAL - MIRACATU - SP - 11855-000;MIRACATU;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;12105570;AR0138402;5,27;;;;18%;1%;4%;20;30;89805512;10;2020;09/11/2020;; 4.566,62 ;;30; 6.040,000 ; 17.623,000 ; 17.623,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
SAPLBZUH;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;POSTO CAMINHONEIRO;RDV REGIS BITTENCOURT, 4975 - BARRA DE AZEITE - CAJATI - SP - 11950-000;CAJATI;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;5904986;AR0237907;5,27;;;;18%;1%;4%;15;26;104320655;3;2021;12/04/2021;; 3.968,28 ;Amarela;32; 5.207,000 ; 5.207,000 ; 5.207,000 ;12/02/2021;16/03/2021;;;;;;;;;;;;;;;;0;;
SAPLBZUH;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;POSTO CAMINHONEIRO;RDV REGIS BITTENCOURT, 4975 - BARRA DE AZEITE - CAJATI - SP - 11950-000;CAJATI;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;5904986;AR0237907;5,27;;;;18%;1%;4%;15;26;101547166;2;2021;15/02/2021;10/03/2021; 2.960,98 ;Amarela;28; 1.316,000 ; 1.414,000 ; 3.920,000 ;15/01/2021;12/02/2021;;;;;;;;;;;;;;;;0;;
SAPLBZUH;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;POSTO CAMINHONEIRO;RDV REGIS BITTENCOURT, 4975 - BARRA DE AZEITE - CAJATI - SP - 11950-000;CAJATI;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;5904986;AR0237907;5,27;;;;18%;1%;4%;15;26;98787924;1;2021;10/02/2021;; 3.314,36 ;VERMELHA/ AMARELA;30; 1.210,000 ; 1.316,000 ; 4.240,000 ;16/12/2020;15/01/2021;;;;;;;;;;;;;;;;0;;
SAPLBZUH;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;POSTO CAMINHONEIRO;RDV REGIS BITTENCOURT, 4975 - BARRA DE AZEITE - CAJATI - SP - 11950-000;CAJATI;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;5904986;AR0237907;5,27;;;;18%;1%;4%;15;26;95061483;12;2020;17/12/2020;06/01/2021; 3.546,36 ;VERMELHA;30; 1.100,000 ; 1.210,000 ; 4.510,000 ;16/11/2020;16/12/2020;;;;;;;;;;;;;;;;0;;
SAPLBZUH;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;POSTO CAMINHONEIRO;RDV REGIS BITTENCOURT, 4975 - BARRA DE AZEITE - CAJATI - SP - 11950-000;CAJATI;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;5904986;AR0237907;5,27;;;;18%;1%;4%;15;26;92455437;11;2020;03/12/2020;03/12/2020; 3.715,66 ;VERDE;30; 4.040,000 ; 1.100,000 ; 1.100,000 ;01/10/2020;31/10/2020;;;;;;;;;;;;;;;;0;;
SAPLBZUH;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;POSTO CAMINHONEIRO;RDV REGIS BITTENCOURT, 4975 - BARRA DE AZEITE - CAJATI - SP - 11950-000;CAJATI;SP;J639LT1;61210005;ELEKTRO;187647;02.328.280/0001-97;5904986;AR0237907;5,27;;;;18%;1%;4%;15;26;89218147;10;2020;03/11/2020;; 3.773,29 ;;30; 4.141,000 ; 999,000 ; 999,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
SAPLBZUJ;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;JUQUITIBA;ROD REGIS BITTENCOURT 323 - CEP: 06950-000 - JUQUITIBA/SP;JUQUITIBA;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 112250092;8429494;5,27;;;B3 - COMERCIAL;18%;0%;2%;8;8;296864263;3;2021;19/03/2021;; 2.223,43 ;Amarela;31; 3.120,000 ; 3.120,000 ; 3.120,000 ;06/02/2021;09/03/2021;;;;;;;;;;;;;;;;0;;
SAPLBZUJ;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;JUQUITIBA;ROD REGIS BITTENCOURT 323 - CEP: 06950-000 - JUQUITIBA/SP;JUQUITIBA;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 112250092;8429494;5,27;;;B3 - COMERCIAL;18%;0%;2%;8;8;288884513;2;2021;06/02/2021;19/02/2021; 2.399,01 ;Amarela;28; 11.538,000 ; 11.624,000 ; 3.440,000 ;09/01/2021;06/02/2021;;;;;;;;;;;;;;;;0;;
SAPLBZUJ;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;JUQUITIBA;ROD REGIS BITTENCOURT 323 - CEP: 06950-000 - JUQUITIBA/SP;JUQUITIBA;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 112250092;8429494;5,27;;;B3 - COMERCIAL;18%;0%;2%;8;8;280841923;1;2021;20/01/2021;; 2.653,22 ;VERMELHA/ AMARELA;30; 11.448,000 ; 11.538,000 ; 3.600,000 ;10/12/2020;09/01/2021;;;;;;;;;;;;;;;;0;;
SAPLBZUJ;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;JUQUITIBA;ROD REGIS BITTENCOURT 323 - CEP: 06950-000 - JUQUITIBA/SP;JUQUITIBA;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 112250092;8429494;5,27;;;B3 - COMERCIAL;18%;0%;2%;8;8;272924836;12;2020;10/10/2020;22/12/2020; 2.769,26 ;VERMELHA;31; 11.350,000 ; 11.448,000 ; 3.920,000 ;09/11/2020;10/12/2020;;;;;;;;;;;;;;;;0;;
SAPLBZUJ;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;JUQUITIBA;ROD REGIS BITTENCOURT 323 - CEP: 06950-000 - JUQUITIBA/SP;JUQUITIBA;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 112250092;8429494;5,27;;;B3 - COMERCIAL;18%;0%;2%;8;8;264846075;11;2020;19/11/2020;19/11/2020; 2.052,71 ;VERDE;30; 3.000,000 ; 11.350,000 ; 11.350,000 ;01/10/2020;31/10/2020;;;;;;;;;;;;;;;;0;;
SAPLBZUJ;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;JUQUITIBA;ROD REGIS BITTENCOURT 323 - CEP: 06950-000 - JUQUITIBA/SP;JUQUITIBA;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 112250092;8429494;5,27;;;B3 - COMERCIAL;18%;0%;2%;8;8;256901289;10;2020;21/10/2020;; 2.267,39 ;VERDE;30; 3.280,000 ; -   ; 11.275,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
SAPLBZVA;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;SANTO AMARO;R MNS MAGALDI 82 CEP: 04753-120 - SAO PAULO/SP;SÃO PAULO;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 70089361;3528374;5,27;;;B3 - COMERCIAL;18%;0%;2%;2;2;295293642;3;2021;22/03/2021;; 5.942,28 ;Amarela;29; 8.080,000 ; 8.080,000 ; 8.080,000 ;02/02/2021;03/03/2021;;;;;;;;;;;;;;;;0;;
SAPLBZVA;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;SANTO AMARO;R MNS MAGALDI 82 CEP: 04753-120 - SAO PAULO/SP;SÃO PAULO;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 70089361;3528374;5,27;;;B3 - COMERCIAL;18%;0%;2%;2;2;287224267;2;2021;02/02/2021;22/02/2021; 5.789,47 ;Amarela;28; 2.620,000 ; 2.821,000 ; 8.040,000 ;05/01/2021;02/02/2021;;;;;;;;;;;;;;;;0;;
SAPLBZVA;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;SANTO AMARO;R MNS MAGALDI 82 CEP: 04753-120 - SAO PAULO/SP;SÃO PAULO;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 70089361;3528374;5,27;;;B3 - COMERCIAL;18%;0%;2%;2;2;279259050;1;2021;22/01/2021;; 6.957,19 ;VERMELHA/ AMARELA;32; 2.393,000 ; 2.620,000 ; 9.080,000 ;04/12/2020;05/01/2021;;;;;;;;;;;;;;;;0;;
SAPLBZVA;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;SANTO AMARO;R MNS MAGALDI 82 CEP: 04753-120 - SAO PAULO/SP;SÃO PAULO;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 70089361;3528374;5,27;;;B3 - COMERCIAL;18%;0%;2%;2;2;271286645;12;2020;04/12/2020;22/12/2020; 5.730,31 ;VERMELHA;30; 2.193,000 ; 2.393,000 ; 8.000,000 ;04/11/2020;04/12/2020;;;;;;;;;;;;;;;;0;;
SAPLBZVA;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;SANTO AMARO;R MNS MAGALDI 82 CEP: 04753-120 - SAO PAULO/SP;SÃO PAULO;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 70089361;3528374;5,27;;;B3 - COMERCIAL;18%;0%;2%;2;2;263251854;11;2020;23/11/2020;23/11/2020; 5.941,01 ;VERDE;30; 8.400,000 ; 2.193,000 ; 2.193,000 ;01/10/2020;31/10/2020;;;;;;;;;;;;;;;;0;;
SAPLBZVA;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;SANTO AMARO;R MNS MAGALDI 82 CEP: 04753-120 - SAO PAULO/SP;SÃO PAULO;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 70089361;3528374;5,27;;;B3 - COMERCIAL;18%;0%;2%;2;2;255303877;10;2020;22/10/2020;; 5.597,32 ;VERDE;30; 7.800,000 ; 1.983,000 ; 1.983,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
SAPMBZHU;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;BROOKLIN;R ABASSAI 165 - CEP: 04570-030 - SAO PAULO/SP;CAMPINAS;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 58931961;15241904;5,27;;;B3 - COMERCIAL;18%;0%;2%;28;28;302506776;3;2021;14/04/2021;; 3.633,88 ;Amarela;31; 4.640,000 ; 4.640,000 ; 4.640,000 ;26/02/2021;29/03/2021;;;;;;;;;;;;;;;;0;;
SAPMBZHU;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;BROOKLIN;R ABASSAI 165 - CEP: 04570-030 - SAO PAULO/SP;CAMPINAS;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 58931961;15241904;5,27;;;B3 - COMERCIAL;18%;0%;2%;28;28;294447830;2;2021;26/02/2021;15/03/2021; 4.337,86 ;Amarela;29;  -    ; 1.702,000 ; 5.760,000 ;28/01/2021;28/02/2021;;;;;;;;;;;;;;;;0;;
SAPMBZHU;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;BROOKLIN;R ABASSAI 165 - CEP: 04570-030 - SAO PAULO/SP;CAMPINAS;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 58931961;15241904;5,27;;;B3 - COMERCIAL;18%;0%;2%;28;28;286462726;1;2021;17/02/2021;; 2.553,68 ;VERMELHA/ AMARELA;30; 1.479,000 ;  -  ; 3.160,000 ;29/12/2020;28/01/2021;;;;;;;;;;;;;;;;0;;
SAPMBZHU;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;BROOKLIN;R ABASSAI 165 - CEP: 04570-030 - SAO PAULO/SP;CAMPINAS;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 58931961;15241904;5,27;;;B3 - COMERCIAL;18%;0%;2%;28;28;278473201;12;2020;29/12/2020;14/01/2021; 3.867,13 ;VERMELHA;32; 1.362,000 ; 1.479,000 ; 4.680,000 ;27/11/2020;29/12/2020;;;;;;;;;;;;;;;;0;;
SAPMBZHU;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;BROOKLIN;R ABASSAI 165 - CEP: 04570-030 - SAO PAULO/SP;CAMPINAS;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 58931961;15241904;5,27;;;B3 - COMERCIAL;18%;0%;2%;28;28;270414077;11;2020;14/12/2020;14/12/2020; 3.131,00 ;VERDE;30; 4.080,000 ; 1.362,000 ; 1.362,000 ;01/10/2020;31/10/2020;;;;;;;;;;;;;;;;0;;
SAPMBZHU;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;BROOKLIN;R ABASSAI 165 - CEP: 04570-030 - SAO PAULO/SP;CAMPINAS;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 58931961;15241904;5,27;;;B3 - COMERCIAL;18%;0%;2%;28;28;262431872;10;2020;16/11/2020;; 3.217,93 ;VERDE;30; 4.160,000 ; 1.260,000 ; 1.260,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
SAPMBZTU;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;PAULISTA II;R ALBERTO DE OLIVEIRA 62 - CEP: 01333-040 - SAO PAULO/SP;SÃO PAULO;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 47963107;15787452;5,27;;;B3 - COMERCIAL;18%;0%;2%;28;28;302501123;3;2021;14/03/2021;; 4.016,19 ;Amarela;31; 5.680,000 ; 5.680,000 ; 5.680,000 ;26/02/2021;29/03/2021;;;;;;;;;;;;;;;;0;;
SAPMBZTU;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;PAULISTA II;R ALBERTO DE OLIVEIRA 62 - CEP: 01333-040 - SAO PAULO/SP;SÃO PAULO;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 47963107;15787452;5,27;;;B3 - COMERCIAL;18%;0%;2%;28;28;294429281;2;2021;26/02/2021;15/03/2021; 3.715,36 ;Amarela;29; 2.378,000 ; 2.512,000 ; 5.360,000 ;28/01/2021;26/02/2021;;;;;;;;;;;;;;;;0;;
SAPMBZTU;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;PAULISTA II;R ALBERTO DE OLIVEIRA 62 - CEP: 01333-040 - SAO PAULO/SP;SÃO PAULO;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 47963107;15787452;5,27;;;B3 - COMERCIAL;18%;0%;2%;28;28;286427122;1;2021;17/02/2021;; 4.130,75 ;VERMELHA/ AMARELA;30; 2.243,000 ; 2.378,000 ; 5.400,000 ;29/12/2020;28/01/2021;;;;;;;;;;;;;;;;0;;
SAPMBZTU;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;PAULISTA II;R ALBERTO DE OLIVEIRA 62 - CEP: 01333-040 - SAO PAULO/SP;SÃO PAULO;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 47963107;15787452;5,27;;;B3 - COMERCIAL;18%;0%;2%;28;28;278447216;12;2020;28/12/2020;14/01/2021; 4.496,23 ;VERMELHA;32; 2.106,000 ; 2.243,000 ; 5.480,000 ;27/11/2020;29/12/2020;;;;;;;;;;;;;;;;0;;
SAPMBZTU;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;PAULISTA II;R ALBERTO DE OLIVEIRA 62 - CEP: 01333-040 - SAO PAULO/SP;SÃO PAULO;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 47963107;15787452;5,27;;;B3 - COMERCIAL;18%;0%;2%;28;28;270439544;11;2020;14/12/2020;14/12/2020; 3.677,78 ;VERDE;30; 4.840,000 ; 2.106,000 ; 2.106,000 ;01/10/2020;31/10/2020;;;;;;;;;;;;;;;;0;;
SAPMBZTU;BRASIL;72.843.212/0001-41;CENTURYLINK COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;PAULISTA II;R ALBERTO DE OLIVEIRA 62 - CEP: 01333-040 - SAO PAULO/SP;SÃO PAULO;SP;J639LT1;61210005;ENEL SP (ELETROPAULO);185934;61.695.227/0001-93;10013582 / 47963107;15787452;5,27;;;B3 - COMERCIAL;18%;0%;2%;28;28;262432642;10;2020;16/11/2020;; 3.797,69 ;VERDE;30; 4.960,000 ; 1.985,000 ; 1.985,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
SNMRBZAE;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BENTO GONÇALVES;EST JABOTICABA, 579;BENTO GONCALVES;RS;J639LT1;61210005;RGE SUL;189054;02.016.440/0001-62;0713523107 / 4002185547;30856053;5,27;;;B1 - RESIDENCIA;;1%;5%;7;9;99967307;3;2021;15/04/2021;; 2.230,80 ;Amarela;33; 64.408,000 ; 66.746,000 ; 2.338,000 ;05/02/2021;10/03/2021;;;;;;;;;;;;;;;;0;;
SNMRBZAE;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BENTO GONÇALVES;EST JABOTICABA, 579;BENTO GONCALVES;RS;J639LT1;61210005;RGE SUL;189054;02.016.440/0001-62;0713523107 / 4002185547;30856053;5,27;;;B1 - RESIDENCIA;;1%;5%;7;9;96787607;2;2021;10/03/2021;17/03/2021; 1.809,31 ;Amarela;28; 62.081,000 ; 64.408,000 ; 2.327,000 ;08/01/2021;05/02/2021;;;;;;;;;;;;;;;;0;;
SNMRBZAE;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BENTO GONÇALVES;EST JABOTICABA, 579;BENTO GONCALVES;RS;J639LT1;61210005;RGE SUL;189054;02.016.440/0001-62;0713523107 / 4002185547;30856053;5,27;;;B1 - RESIDENCIA;;1%;5%;7;9;93993583;1;2021;12/02/2021;; 4.612,02 ;VERMELHA/ AMARELA;29; 57.421,000 ; 62.081,000 ; 4.660,000 ;10/12/2020;08/01/2021;;;;;;;;;;;;;;;;0;;
SNMRBZAE;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BENTO GONÇALVES;EST JABOTICABA, 579;BENTO GONCALVES;RS;J639LT1;61210005;RGE SUL;189054;02.016.440/0001-62;0713523107 / 4002185547;30856053;5,27;;;B1 - RESIDENCIA;;1%;5%;7;9;87536477;11;2020;17/12/2020;17/12/2020; 1.975,20 ;VERDE;30; 2.116,000 ; 55.287,000 ; 55.287,000 ;01/10/2020;31/10/2020;;;;;;;;;;;;;;;;0;;
SNMRBZAE;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BENTO GONÇALVES;EST JABOTICABA, 579;BENTO GONCALVES;RS;J639LT1;61210005;RGE SUL;189054;02.016.440/0001-62;0713523107 / 4002185547;30856053;5,27;;;B1 - RESIDENCIA;;1%;5%;7;9;84545916;10;2020;16/11/2020;; 2.507,25 ;;30; 2.936,000 ; 53.171,000 ; 53.171,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
SRCBBZAC;BRASIL;72.843.212/0001-41;LEVEL 3 COMUNICACOES DO BRASIL LTDA;NODO;NODO;CONVENCIONAL;CONSUMO;SOROCABA;AV EID MANSUR 666 - PQ S GEORGE - 06708-070 COTIA SP;COTIA;SP;J639LT1;61210005;CPFL PIRATININGA;187623;04.172.213/0001-51;0700055889 / 2094141681;400967170;5,27;;;B3 - COMERCIAL;18%;1%;4%;1;5;68468277;3;2021;12/03/2021;; 6.916,17 ;Amarela;31; 19.785,000 ; 20.026,000 ; 9.640,000 ;01/02/2021;04/03/2021;;;;;;;;;;;;;;;;0;;
