CLLI;País;CNPJ;Razão Social;Tipo;SubTipo;Modalidade;CON/DEV;Filial;Endereço;Cidade;Estado;Depto.;C. Contábil;Fornecedor;SAP;CNPJ Fornecedor;Conta/UC;Medidor;Taxa USD;Fator;Pagamento;Grupo;ICMS;PIS/PASEP;COFINS;Dia da Leitura;Disponível;Nota Fiscal;Mês;Ano;Vencimento;Enviada;  Valor Local  ;Bandeira;Dias Medidos;    Leitura Anterior    ;    Leitura Atual    ;      KWH      ;Per. Inicial Consulta;Per. Final Consulta; Contratado Demanda HTF  (KW) ; Contrado Demanda HTP  (KW) ; Consumido Demanda HFP ($) ; Consumido Demanda HTP ($) ; Quantidade Demanda HFP (KW) ; Quantidade Demanda HP (KW) ; Outros Encargos ($) ; Quantidade encargos KWH ; Multas/Penalidades $ ; Impostos $ ; Descontos $ ;Media Kw;Valor USD;USD/Kw;USD/Kwh;Projeção de Imposto;USD s/ Imposto;USD/Kw S/ Imp.
BETMBZAC;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BETIM;FAZ RT FOLHA 35-22-23;BETIM;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005687580;BAG172002126;5,27;;;B3 - COMERCIAL;25%;1%;3%;1;23;55836384;3;2021;03/04/2021;; 168,95 ;Amarela;30; 152,000 ; 197,000 ; 1.800,000 ;09/02/2021;11/03/2021;;;;;;;;;;;;;;;;0;;
BETMBZAC;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BETIM;FAZ RT FOLHA 35-22-23;BETIM;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005687580;BAG172002126;5,27;;;B3 - COMERCIAL;25%;1%;3%;1;23;54390731;2;2021;10/02/2021;03/03/2021; 170,47 ;Amarela;28; 111,000 ; 152,000 ; 1.640,000 ;12/01/2021;09/02/2021;;;;;;;;;;;;;;;;0;;
BETMBZAC;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BETIM;FAZ RT FOLHA 35-22-23;BETIM;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005687580;BAG172002126;5,27;;;B3 - COMERCIAL;25%;1%;3%;1;23;52979408;1;2021;13/01/2021;; 387,06 ;VERMELHA/ AMARELA;33; 61,000 ; 111,000 ; 336,000 ;10/12/2020;12/01/2021;;;;;;;;;;;;;;;;0;;
BETMBZAC;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BETIM;FAZ RT FOLHA 35-22-23;BETIM;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005687580;BAG172002126;5,27;;;B3 - COMERCIAL;25%;1%;3%;1;23;49355631;10;2020;06/11/2020;; 162,25 ;;30; 1.880,000 ; 827,000 ; 827,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
BLHRBZAO;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;BH 2;AV BRASIL 1438 SA 601  FUNCIONARIOS 30140-003 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005692167;BAB091001304;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;55428093;3;2021;25/03/2021;; 863,73 ;Amarela;30; 65.619,000 ; 65.621,000 ; 100,000 ;03/02/2021;05/03/2021;;;;;;;;;;;;;;;;0;;
BLHRBZAO;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;BH 2;AV BRASIL 1438 SA 601  FUNCIONARIOS 30140-003 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005692167;BAB091001304;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;54463542;2;2021;11/02/2021;25/02/2021; 1.548,46 ;Amarela;28; 63.814,000 ; 64.969,000 ; 46.200,000 ;06/01/2021;03/02/2021;;;;;;;;;;;;;;;;0;;
BLHRBZAO;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;BH 2;AV BRASIL 1438 SA 601  FUNCIONARIOS 30140-003 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005692167;BAB091001304;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;52801203;1;2021;08/01/2021;; 131,81 ;VERMELHA/ AMARELA;33; 63.812,000 ; 63.814,000 ; 63.814,000 ;04/12/2020;06/01/2021;;;;;;;;;;;;;;;;0;;
BLHRBZAO;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;BH 2;AV BRASIL 1438 SA 601  FUNCIONARIOS 30140-003 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005692167;BAB091001304;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;51729560;12;2020;14/12/2020;28/12/2021; 1.463,01 ;VERMELHA;29; 61.873,000 ; 47.760,000 ; 47.760,000 ;05/11/2020;04/12/2020;;;;;;;;;;;;;;;;0;;
BLHRBZAO;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;BH 2;AV BRASIL 1438 SA 601  FUNCIONARIOS 30140-003 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005692167;BAB091001304;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;49355632;10;2020;06/11/2020;; 1.450,32 ;;30; 51.640,000 ; 60.676,000 ; 60.676,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
BLHRBZBZ;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;LOURDES;FAZ RT FOLHA 35-22-23 99999 FZ NR 03 PETROVALE 32536-000 BETIM, MG;BETIM;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3000176900;BAC111000717;5,27;;;B3 - COMERCIAL;25%;1%;3%;1;22;55505840;3;2021;22/03/2021;; 20.958,44 ;Amarela;30; 1.722,000 ; 2.470,000 ; 29.920,000 ;01/02/2021;03/03/2021;;;;;;;;;;;;;;;;0;;
BLHRBZBZ;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;LOURDES;FAZ RT FOLHA 35-22-23 99999 FZ NR 03 PETROVALE 32536-000 BETIM, MG;BETIM;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3000176900;BAC111000717;5,27;;;B3 - COMERCIAL;25%;1%;3%;1;22;53887029;2;2021;01/02/2021;22/02/2021; 23.527,39 ;Amarela;28; 1.057,000 ; 1.722,000 ; 2.600,000 ;04/01/2021;01/02/2021;;;;;;;;;;;;;;;;0;;
BLHRBZBZ;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;LOURDES;FAZ RT FOLHA 35-22-23 99999 FZ NR 03 PETROVALE 32536-000 BETIM, MG;BETIM;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3000176900;BAC111000717;5,27;;;B3 - COMERCIAL;25%;1%;3%;1;22;52590199;1;2021;22/01/2021;; 27.547,64 ;VERMELHA/ AMARELA;33; 323,000 ; 1.057,000 ; 29.360,000 ;02/12/2020;04/01/2021;;;;;;;;;;;;;;;;0;;
BLHRBZBZ;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;LOURDES;FAZ RT FOLHA 35-22-23 99999 FZ NR 03 PETROVALE 32536-000 BETIM, MG;BETIM;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3000176900;BAC111000717;5,27;;;B3 - COMERCIAL;25%;1%;3%;1;22;51729559;12;2020;14/12/2020;03/11/2021; 423,35 ;VERMELHA;33; 2.080,000 ; 2.160,000 ; 2.160,000 ;10/12/2020;12/01/2021;;;;;;;;;;;;;;;;0;;
BLHRBZBZ;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;LOURDES;FAZ RT FOLHA 35-22-23 99999 FZ NR 03 PETROVALE 32536-000 BETIM, MG;BETIM;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3000176900;BAC111000717;5,27;;;B3 - COMERCIAL;25%;1%;3%;1;22;48315478;10;2020;02/11/2020;; 22.426,74 ;;30; 26.080,000 ; 13.978,000 ; 13.978,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
BLNVBZAB;BRASIL;72.843.212/0005-75;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BALSA NOVA;RUA ELISABETE N MOREIRA, 75 - CENTRO  - BALSA NOVA - PR - 83650-000;BALSA NOVA;PR;J639LT1;61210005;COPEL;186585;04.368.898/0001-06;103040021;360443908;5,27;;;;29%;1%;5%;5;6;181796813;3;2021;23/03/2021;; 1.240,55 ;Amarela;28; 52.540,000 ; 54.071,000 ; 1.531,000 ;05/02/2021;05/03/2021;;;;;;;;;;;;;;;;0;;
BLNVBZAB;BRASIL;72.843.212/0005-75;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BALSA NOVA;RUA ELISABETE N MOREIRA, 75 - CENTRO  - BALSA NOVA - PR - 83650-000;BALSA NOVA;PR;J639LT1;61210005;COPEL;186585;04.368.898/0001-06;103040021;360443908;5,27;;;;29%;1%;5%;5;6;177519836;2;2021;06/02/2021;23/02/2021; 1.643,29 ;Amarela;30; 50.507,000 ; 52.540,000 ; 2.033,000 ;06/01/2021;05/02/2021;;;;;;;;;;;;;;;;0;;
BLNVBZAB;BRASIL;72.843.212/0005-75;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BALSA NOVA;RUA ELISABETE N MOREIRA, 75 - CENTRO  - BALSA NOVA - PR - 83650-000;BALSA NOVA;PR;J639LT1;61210005;COPEL;186585;04.368.898/0001-06;103040021;360443908;5,27;;;;29%;1%;5%;5;6;172524335;1;2021;23/01/2021;; 1.757,64 ;VERMELHA/ AMARELA;30; 48.478,000 ; 50.507,000 ; 2.029,000 ;07/12/2020;06/01/2021;;;;;;;;;;;;;;;;0;;
BLNVBZAB;BRASIL;72.843.212/0005-75;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BALSA NOVA;RUA ELISABETE N MOREIRA, 75 - CENTRO  - BALSA NOVA - PR - 83650-000;BALSA NOVA;PR;J639LT1;61210005;COPEL;186585;04.368.898/0001-06;103040021;360443908;5,27;;;;29%;1%;5%;5;6;167699442;12;2020;08/12/2020;23/12/2021; 1.258,98 ;;32; 46.942,000 ; 48.478,000 ; 1.536,000 ;05/11/2020;07/12/2020;;;;;;;;;;;;;;;;0;;
BLNVBZAB;BRASIL;72.843.212/0005-75;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BALSA NOVA;RUA ELISABETE N MOREIRA, 75 - CENTRO  - BALSA NOVA - PR - 83650-000;BALSA NOVA;PR;J639LT1;61210005;COPEL;186585;04.368.898/0001-06;103040021;360443908;5,27;;;;29%;1%;5%;5;6;162650852;11;2020;23/11/2020;23/11/2020; 1.213,15 ;VERDE;30; 1.547,000 ; 46.942,000 ; 46.942,000 ;01/10/2020;31/10/2020;;;;;;;;;;;;;;;;0;;
BLNVBZAB;BRASIL;72.843.212/0005-75;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BALSA NOVA;RUA ELISABETE N MOREIRA, 75 - CENTRO  - BALSA NOVA - PR - 83650-000;BALSA NOVA;PR;J639LT1;61210005;COPEL;186585;04.368.898/0001-06;103040021;360443908;5,27;;;;29%;1%;5%;5;6;157790305;10;2020;23/10/2020;; 1.471,62 ;;30; 1.909,000 ; 45.395,000 ; 45.395,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
BRBCBZAA;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BARBACENA;RUA SAO FRANCISCO 341 LT - CAICARAS - 36205-382 BARBACENA, MG;BARBACENA;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005650089;GPA190008257;5,27;;;B3 - COMERCIAL;25%;1%;3%;22;23;56344533;3;2021;13/04/2021;; 277,36 ;Amarela;29; 765,000 ; 842,000 ; 3.080,000 ;22/02/2021;23/02/2021;;;;;;;;;;;;;;;;0;;
BRBCBZAA;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BARBACENA;RUA SAO FRANCISCO 341 LT - CAICARAS - 36205-382 BARBACENA, MG;BARBACENA;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005650089;GPA190008257;5,27;;;B3 - COMERCIAL;25%;1%;3%;22;23;54889684;2;2021;22/02/2021;13/03/2021; 342,69 ;Amarela;31; 683,000 ; 765,000 ; 3.280,000 ;22/01/2021;22/02/2021;;;;;;;;;;;;;;;;0;;
BRBCBZAA;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BARBACENA;RUA SAO FRANCISCO 341 LT - CAICARAS - 36205-382 BARBACENA, MG;BARBACENA;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005650089;GPA190008257;5,27;;;B3 - COMERCIAL;25%;1%;3%;22;23;53510771;1;2021;13/02/2021;; 227,32 ;VERMELHA/ AMARELA;31; 599,000 ; 683,000 ; 3.260,000 ;22/12/2020;22/01/2021;;;;;;;;;;;;;;;;0;;
BRBCBZAA;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BARBACENA;RUA SAO FRANCISCO 341 LT - CAICARAS - 36205-382 BARBACENA, MG;BARBACENA;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005650089;GPA190008257;5,27;;;B3 - COMERCIAL;25%;1%;3%;22;23;52129345;12;2020;22/12/2020;13/01/2021; 238,97 ;VERMELHA;29; 523,000 ; 599,000 ; 3.040,000 ;23/11/2020;22/12/2020;;;;;;;;;;;;;;;;0;;
BRBCBZAA;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;BARBACENA;RUA SAO FRANCISCO 341 LT - CAICARAS - 36205-382 BARBACENA, MG;BARBACENA;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005650089;GPA190008257;5,27;;;B3 - COMERCIAL;25%;1%;3%;22;23;49371782;10;2020;13/11/2020;; 213,87 ;;30; 3.200,000 ; 440,000 ; 440,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;ANEL VIÁRIO;RUA DESEMBARGADOR REIS ALVES 1160 CS - INDUSTRIAS - 30610-270 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005671236;BAB091002894;5,27;;;B3 - COMERCIAL;25%;1%;3%;25;25;56583319;3;2021;18/04/2021;; 301,87 ;Amarela;29; 13.557,000 ; 13.714,000 ; 6.280,000 ;25/02/2021;26/03/2021;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;ANEL VIÁRIO;RUA DESEMBARGADOR REIS ALVES 1160 CS - INDUSTRIAS - 30610-270 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005671236;BAB091002894;5,27;;;B3 - COMERCIAL;25%;1%;3%;25;25;55208787;2;2021;26/02/2021;18/03/2021; 5.654,67 ;Amarela;29; 13.398,000 ; 13.557,000 ; 6.360,000 ;27/01/2021;25/02/2021;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;ANEL VIÁRIO;RUA DESEMBARGADOR REIS ALVES 1160 CS - INDUSTRIAS - 30610-270 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005671236;BAB091002894;5,27;;;B3 - COMERCIAL;25%;1%;3%;25;25;53809751;1;2021;18/02/2021;; 491,95 ;VERMELHA/ AMARELA;29; 13.238,000 ; 13.398,000 ; 6.068,000 ;29/12/2020;27/01/2021;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;ANEL VIÁRIO;RUA DESEMBARGADOR REIS ALVES 1160 CS - INDUSTRIAS - 30610-270 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005671236;BAB091002894;5,27;;;B3 - COMERCIAL;25%;1%;3%;25;25;52444662;12;2020;30/12/2020;18/01/2021; 978,98 ;VERDE;33; 13.056,000 ; 13.238,000 ; 7.280,000 ;26/11/2020;29/12/2020;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;ANEL VIÁRIO;RUA DESEMBARGADOR REIS ALVES 1160 CS - INDUSTRIAS - 30610-270 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005671236;BAB091002894;5,27;;;B3 - COMERCIAL;25%;1%;3%;25;25;49504743;10;2020;27/10/2020;; 292,38 ;;33; 6.680,000 ; 12.895,000 ; 12.895,000 ;26/09/2020;29/10/2020;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;BH 1;AV BRASIL 1438 SA 601  FUNCIONARIOS 30140-003 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005609652;BAG164102780;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;55896599;3;2021;26/03/2021;; 7.855,43 ;Amarela;30; 1.246,000 ; 1.636,000 ; 15.600,000 ;03/02/2021;05/03/2021;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;BH 1;AV BRASIL 1438 SA 601  FUNCIONARIOS 30140-003 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005609652;BAG164102780;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;54084778;2;2021;04/02/2021;25/02/2021; 5.964,72 ;Amarela;28; 1.061,000 ; 1.246,000 ; 7.400,000 ;06/01/2021;03/02/2021;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;BH 1;AV BRASIL 1438 SA 601  FUNCIONARIOS 30140-003 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005609652;BAG164102780;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;52786015;1;2021;25/01/2021;; 5.540,76 ;VERMELHA/ AMARELA;33; 893,000 ; 1.061,000 ; 5.873,000 ;04/12/2020;06/01/2021;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;BH 1;AV BRASIL 1438 SA 601  FUNCIONARIOS 30140-003 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005609652;BAG164102780;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;51722488;12;2020;14/12/2020;28/12/2021; 4.794,11 ;VERMELHA;29; 6.440,000 ; 6.320,000 ; 6.320,000 ;05/11/2020;04/12/2020;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;NODO;NODO;CONVENCIONAL;CONSUMO;BH 1;AV BRASIL 1438 SA 601  FUNCIONARIOS 30140-003 BELO HORIZONTE, MG;BELO HORIZONTE;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005609652;BAG164102780;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;49407328;10;2020;06/11/2020;; 103,21 ;;30; 200,000 ; 574,000 ; 574,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;CAREAÇU;RODOVIA FERNAO DIAS 99999 CO - AREA RURAL - 37582-000 CAREACU, MG;CAREACU;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005655741;BMW939000314;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;55604016;3;2021;01/04/2021;;  -    ;Amarela;32; 23.181,000 ; 23.343,000 ; 6.480,000 ;05/02/2021;09/03/2021;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;CAREAÇU;RODOVIA FERNAO DIAS 99999 CO - AREA RURAL - 37582-000 CAREACU, MG;CAREACU;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005655741;BMW939000314;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;54151515;2;2021;05/02/2021;01/03/2021; 267,73 ;Amarela;28; 23.035,000 ; 23.181,000 ; 5.840,000 ;08/01/2021;05/02/2021;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;CAREAÇU;RODOVIA FERNAO DIAS 99999 CO - AREA RURAL - 37582-000 CAREACU, MG;CAREACU;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005655741;BMW939000314;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;52806017;1;2021;08/01/2021;; 282,22 ;VERMELHA/ AMARELA;32; 22.864,000 ; 23.035,000 ; 6.802,000 ;07/12/2020;08/01/2021;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;CAREAÇU;RODOVIA FERNAO DIAS 99999 CO - AREA RURAL - 37582-000 CAREACU, MG;CAREACU;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005655741;BMW939000314;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;51426770;12;2020;08/12/2020;01/01/2021; 499,26 ;VERMELHA;28; 22.694,000 ; 22.864,000 ; 6.800,000 ;09/11/2020;07/12/2020;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;CAREAÇU;RODOVIA FERNAO DIAS 99999 CO - AREA RURAL - 37582-000 CAREACU, MG;CAREACU;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005655741;BMW939000314;5,27;;;B3 - COMERCIAL;25%;1%;3%;5;23;49371783;10;2020;06/11/2020;; 256,32 ;;30; 6.720,000 ; 22.516,000 ; 22.516,000 ;01/09/2020;30/09/2020;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;NEPOMUCENO;RODOVIA FERNAO DIAS KM 679 99999 FZ - AREA RURAL - 37209-899 LAVRAS,MG;LAVRAS;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005774403;BKC707005738;5,27;;;B3 - COMERCIAL;25%;1%;3%;7;23;55605486;3;2021;01/04/2021;; 231,54 ;Amarela;32; 534,000 ; 663,000 ; 5.160,000 ;05/02/2021;09/03/2021;;;;;;;;;;;;;;;;0;;
BRSLBZAY;BRASIL;72.843.212/0012-02;CENTURYLINK COMUNICACOES DO BRASIL LTDA.;SHELTER;SHELTER;CONVENCIONAL;CONSUMO;NEPOMUCENO;RODOVIA FERNAO DIAS KM 679 99999 FZ - AREA RURAL - 37209-899 LAVRAS,MG;LAVRAS;MG;J639LT1;61210005;CEMIG;187744;06.981.180/0001-16;7005418819 / 3005774403;BKC707005738;5,27;;;B3 - COMERCIAL;25%;1%;3%;7;23;54269672;2;2021;08/02/2021;01/03/2021; 265,89 ;Amarela;28; 387,000 ; 534,000 ; 5.880,000 ;08/01/2021;05/02/2021;;;;;;;;;;;;;;;;0;;
